,product-ratingsContainer,product-ratingsCount,product-base href,product-brand,product-product,product-sizeInventoryPresent,product-discountedPrice,product-strike,product-discountPercentage,product-category
4544,4.3,63,https://www.myntra.com/tshirts/locomotive/locomotive-men-red-striped-pockets-slim-fit-t-shirt/15778780/buy,LOCOMOTIVE,Men Striped Pockets Slim Fit T-shirt,S,Rs. 269,Rs. 899,(70% OFF),topwear
4545,4.3,86,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-orange-rapid-dry-typography-printed-training-t-shirt/15177986/buy,HRX by Hrithik Roshan,Training Rapid-Dry T-shirt,L,Rs. 269,Rs. 899,(70% OFF),topwear
4546,4.5,50,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-yellow-navy-blue-colourblocked-round-neck-t-shirt/12062960/buy,LE BOURGEOIS,Colourblocked Round Neck T-shirt,M,Rs. 269,Rs. 999,(73% OFF),topwear
4547,0.0,0,https://www.myntra.com/tshirts/the-eg-store/the-eg-store-men-cotton-t-shirt/21310388/buy,THE EG STORE,Men Cotton T-shirt,M,Rs. 263,Rs. 799,(67% OFF),topwear
4548,4.1,9,https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-solid-pure-cotton-pocket-t-shirt/21423560/buy,Roadster,Pure Cotton Pocket T-shirt,S,Rs. 249,Rs. 499,(50% OFF),topwear
4549,3.1,7,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-maroon-colourblocked-t-shirt/18979290/buy,LE BOURGEOIS,Men Colourblocked T-shirt,M,Rs. 259,Rs. 999,(74% OFF),topwear
4550,4.0,1.2k,https://www.myntra.com/tshirts/roadster/roadster-time-travlr-men-olive-green-sleveless-pure-cotton-t-shirt-with-raw-edges/2498481/buy,Roadster,Time Travlr Sleveless Pure Cotton T-shirt,L,Rs. 239,Rs. 399,(40% OFF),topwear
4551,0.0,0,https://www.myntra.com/shirts/fubar/fubar-modern-horizontal-stripes-cotton-casual-shirt/22639814/buy,FUBAR,Striped Cotton Casual Shirt,38,Rs. 434,Rs. 1499,(71% OFF),topwear
4552,4.1,33,https://www.myntra.com/tshirts/roadster/roadster-men-blue-printed-pure-cotton-t-shirt/19034264/buy,Roadster,Men Printed T-shirt,S,Rs. 269,Rs. 899,(70% OFF),topwear
4553,4.1,196,https://www.myntra.com/tshirts/harvard/harvard-men-magenta-solid-round-neck-t-shirt/6801485/buy,Harvard,Solid Round Neck T-shirt,S,Rs. 249,Rs. 999,(75% OFF),topwear
4554,0.0,0,https://www.myntra.com/shirts/jainish/jainish-men-grey-solid-classic-pure-cotton-formal-shirt/20777112/buy,JAINISH,Pure Cotton Formal Shirt,38,Rs. 433,Rs. 1399,(69% OFF),topwear
4555,4.1,249,https://www.myntra.com/shirts/highlander/highlander-men-blue-slim-fit-opaque-printed-casual-shirt/16199440/buy,HIGHLANDER,Slim Fit Opaque Casual Shirt,39,Rs. 431,Rs. 1199,(64% OFF),topwear
4556,0.0,0,https://www.myntra.com/shirts/fubar/fubar-striped-mandarin-collar-cotton-casual-shirt/22639816/buy,FUBAR,Cotton Casual Shirt,38,Rs. 434,Rs. 1499,(71% OFF),topwear
4557,3.6,59,https://www.myntra.com/sweatshirts/herenow/herenow-men-solid-cotton-sweatshirt/20136860/buy,HERE&NOW,Men Sweatshirt,S,Rs. 391,Rs. 1399,(72% OFF),topwear
4558,4.2,623,https://www.myntra.com/tshirts/ether/ether-men-white--maroon-striped-round-neck-t-shirt/11752182/buy,ether,Striped Round Neck T-shirt,S,Rs. 242,Rs. 899,(73% OFF),topwear
4559,4.1,64,https://www.myntra.com/tshirts/moda-rapido/moda-rapido-men-white-graphical-printed-casual-t-shirt/16589852/buy,Moda Rapido,Men Printed T-shirt,S,Rs. 274,Rs. 1099,(75% OFF),topwear
4560,0.0,0,https://www.myntra.com/tshirts/invincible/invincible-men-black-slim-fit-sports-t-shirt/18496192/buy,Invincible,Men Slim Fit T-shirt,S,Rs. 269,Rs. 899,(70% OFF),topwear
4561,4.5,13,https://www.myntra.com/shirts/gritstones/gritstones-men-black-comfort-casual-shirt/17253996/buy,GRITSTONES,Casual Shirt,L,Rs. 407,Rs. 1699,(76% OFF),topwear
4562,0.0,0,https://www.myntra.com/tshirts/herenow/herenow-men-blue--white-striped-t-shirt/20918728/buy,HERE&NOW,Men Striped T-shirt,M,Rs. 279,Rs. 999,(72% OFF),topwear
4563,4.0,139,https://www.myntra.com/tshirts/herenow/herenow-men-printed-t-shirt/21142136/buy,HERE&NOW,Men Printed T-shirt,M,Rs. 239,Rs. 599,(60% OFF),topwear
4564,3.5,24,https://www.myntra.com/tshirts/highlander/highlander-men-blue-printed-slim-fit-t-shirt/20151464/buy,HIGHLANDER,Men Printed Slim Fit T-shirt,XL,Rs. 262,Rs. 749,(65% OFF),topwear
4565,4.2,32,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-yellow-solid-hood-t-shirt/11254408/buy,LE BOURGEOIS,Solid Hood T-shirt,S,Rs. 269,Rs. 999,(73% OFF),topwear
4566,4.2,14,https://www.myntra.com/shirts/ketch/ketch-men-navy-blue-slim-fit-checked-casual-shirt/18192784/buy,KETCH,Slim Fit Casual Shirt,40,Rs. 399,Rs. 999,(60% OFF),topwear
4567,4.1,149,https://www.myntra.com/tshirts/highlander/highlander-men-blue-printed-slim-fit-cotton-t-shirt/17504770/buy,HIGHLANDER,Men Printed Slim Fit T-shirt,S,Rs. 259,Rs. 649,(60% OFF),topwear
4568,4.4,13,https://www.myntra.com/tshirts/invictus/invictus-men-typography-printed-round-neck-casual-t-shirt/21128492/buy,INVICTUS,Men Typography Printed T-shirt,S,Rs. 239,Rs. 598,(60% OFF),topwear
4569,0.0,0,https://www.myntra.com/tshirts/tripr/tripr-typography-printed-drop-shoulder-sleeves-cotton-t-shirt/22593510/buy,TRIPR,Printed Cotton T-shirt,S,Rs. 239,Rs. 1999,(88% OFF),topwear
4570,0.0,0,https://www.myntra.com/tshirts/sports52-wear/sports52-wear-men-geometric-printed-round-neck-t-shirt/17338176/buy,Sports52 wear,Men Geometric Printed T-shirt,XXL,Rs. 258,Rs. 995,(74% OFF),topwear
4571,4.4,13,https://www.myntra.com/tshirts/invictus/invictus-men-typography-printed-round-neck-casual-t-shirt/21128492/buy,INVICTUS,Men Typography Printed T-shirt,S,Rs. 239,Rs. 598,(60% OFF),topwear
4572,0.0,0,https://www.myntra.com/tshirts/tripr/tripr-typography-printed-drop-shoulder-sleeves-cotton-t-shirt/22593510/buy,TRIPR,Printed Cotton T-shirt,S,Rs. 239,Rs. 1999,(88% OFF),topwear
4573,0.0,0,https://www.myntra.com/tshirts/sports52-wear/sports52-wear-men-geometric-printed-round-neck-t-shirt/17338176/buy,Sports52 wear,Men Geometric Printed T-shirt,XXL,Rs. 258,Rs. 995,(74% OFF),topwear
4574,3.9,42,https://www.myntra.com/tshirts/highlander/highlander-men-black--blue-printed-slim-fit-cotton-t-shirt/17903406/buy,HIGHLANDER,Men Slim Fit Cotton T-shirt,S,Rs. 262,Rs. 749,(65% OFF),topwear
4575,4.0,4,https://www.myntra.com/shirts/cross-court/cross-court-men-navy-blue--brown-regular-fit-striped-casual-shirt/12481978/buy,Cross Court,Regular Fit Casual Shirt,38,Rs. 374,Rs. 1499,(75% OFF),topwear
4576,4.3,58,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-navy-blue--yellow-colourblocked-hood-t-shirt/11254438/buy,LE BOURGEOIS,Colourblocked Hood T-shirt,M,Rs. 269,Rs. 999,(73% OFF),topwear
4577,3.6,37,https://www.myntra.com/tshirts/locomotive/locomotive-men-white-printed-applique-slim-fit-t-shirt/16058690/buy,LOCOMOTIVE,Men Printed Applique Slim Fit T-shirt,M,Rs. 255,Rs. 799,(68% OFF),topwear
4578,3.7,39,https://www.myntra.com/tshirts/abof/abof-men-yellow--white-colourblocked-regular-fit-pure-cotton-casual-pure-cotton-t-shirt/14413396/buy,abof,Men Colourblocked Pure Cotton T-shirt,S,Rs. 239,Rs. 799,(70% OFF),topwear
4579,0.0,0,https://www.myntra.com/tshirts/agon/agon-dri-fit-technology-sports-t-shirt/22347740/buy,AGON,Dri-FIT Technology T-Shirt,M,Rs. 269,Rs. 999,(73% OFF),topwear
4580,0.0,0,https://www.myntra.com/tshirts/the-eg-store/the-eg-store-men-round-neck-cotton-t-shirt/21310340/buy,THE EG STORE,Men Round Neck Cotton T-shirt,S,Rs. 263,Rs. 799,(67% OFF),topwear
4581,3.8,6,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-v-neck-cotton-t-shirt/21797244/buy,LE BOURGEOIS,Men V-Neck Cotton T-shirt,S,Rs. 269,Rs. 999,(73% OFF),topwear
4582,0.0,0,https://www.myntra.com/tshirts/tripr/tripr-graphic-printed-cotton-t-shirt/22587818/buy,TRIPR,Graphic Printed Cotton T-shirt,S,Rs. 265,Rs. 1399,(81% OFF),topwear
4583,3.6,47,https://www.myntra.com/sweatshirts/herenow/herenow-men-solid-cotton-sweatshirt/20136862/buy,HERE&NOW,Men Sweatshirt,M,Rs. 391,Rs. 1399,(72% OFF),topwear
4584,0.0,0,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-round-neck-pure-cotton-t-shirt/21797330/buy,LE BOURGEOIS,Men Round Neck Cotton T-shirt,M,Rs. 269,Rs. 999,(73% OFF),topwear
4585,4.4,41,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-navy-blue-colourblocked-hood-t-shirt/11254416/buy,LE BOURGEOIS,Colourblocked Hood T-shirt,M,Rs. 269,Rs. 999,(73% OFF),topwear
4586,3.9,8,https://www.myntra.com/tshirts/invictus/invictus-men-solid-t-shirt/21128482/buy,INVICTUS,Men Solid T-shirt,S,Rs. 239,Rs. 598,(60% OFF),topwear
4587,4.3,39,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-grey-colourblocked-hood-t-shirt/11254412/buy,LE BOURGEOIS,Colourblocked Hood T-shirt,L,Rs. 269,Rs. 999,(73% OFF),topwear
4588,4.0,20,https://www.myntra.com/tshirts/people/people-men-off-white-typography-printed-cotton-t-shirt/15120116/buy,People,Men Typography Printed T-shirt,S,Rs. 274,Rs. 499,(45% OFF),topwear
4589,0.0,0,https://www.myntra.com/shirts/fubar/fubar-men-yellow-modern-casual-striped-shirt/18624904/buy,FUBAR,Yellow Striped Casual Shirt,38,Rs. 434,Rs. 1499,(71% OFF),topwear
4590,0.0,0,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-blue-striped-t-shirt/18451650/buy,LE BOURGEOIS,Men Striped T-shirt,M,Rs. 269,Rs. 999,(73% OFF),topwear
4591,0.0,0,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-long-sleeve-pure-cotton-t-shirt/21797334/buy,LE BOURGEOIS,Men Pure Cotton T-shirt,XXL,Rs. 269,Rs. 999,(73% OFF),topwear
4592,0.0,0,https://www.myntra.com/tshirts/sports52-wear/sports52-wear-printed-t-shirt/17338806/buy,Sports52 wear,Printed T-shirt,M,Rs. 258,Rs. 995,(74% OFF),topwear
4593,0.0,0,https://www.myntra.com/shirts/fubar/fubar-modern-horizontal-striped-cotton-casual-shirt/22642768/buy,FUBAR,Striped Cotton Casual Shirt,40,Rs. 434,Rs. 1499,(71% OFF),topwear
4594,0.0,0,https://www.myntra.com/tshirts/recast/recast-men-camel-brown-pure-cotton-t-shirt/17627158/buy,recast,Men Pure Cotton T-shirt,M,Rs. 239,Rs. 799,(70% OFF),topwear
4595,4.1,47,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-orange-bio-wash-brand-carrier-tshirts/17208042/buy,HRX by Hrithik Roshan,Training Bio-Wash Tshirts,L,Rs. 269,Rs. 899,(70% OFF),topwear
4596,4.0,308,https://www.myntra.com/tshirts/harvard/harvard-men-charcoal-grey-melange-effect-t-shirt/15785632/buy,Harvard,Men Melange Effect T-shirt,M,Rs. 239,Rs. 598,(60% OFF),topwear
4597,0.0,0,https://www.myntra.com/tshirts/invincible/invincible-men-gold-toned-slim-fit-sports-t-shirt/18496216/buy,Invincible,Men Slim Fit T-shirt,S,Rs. 269,Rs. 899,(70% OFF),topwear
4598,4.3,108,https://www.myntra.com/shirts/highlander/highlander-men-black-slim-fit-floral-printed-cotton-casual-shirt/17504784/buy,HIGHLANDER,Men Slim Fit Casual Shirt,39,Rs. 419,Rs. 1199,(65% OFF),topwear
4599,4.0,5,https://www.myntra.com/shirts/kryptic/kryptic-men-smart-regular-fit-solid-cotton-casual-shirt/20044170/buy,Kryptic,Casual Shirt,39,Rs. 419,Rs. 1999,(79% OFF),topwear
4600,4.3,72,https://www.myntra.com/shirts/highlander/highlander-men-black-slim-fit-opaque-colourblocked-casual-shirt/15517964/buy,HIGHLANDER,Slim Fit Opaque Casual Shirt,39,Rs. 437,Rs. 1249,(65% OFF),topwear
4601,0.0,0,https://www.myntra.com/shirts/montrez/montrez-regular-fit-twill-cotton-casual-shirt/22146620/buy,MONTREZ,Regular Fit Casual Shirt,38,Rs. 389,Rs. 1499,(74% OFF),topwear
4602,4.0,77,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-training-men-neon-orange-rapid-dry-typography-printed-t-shirt/15178062/buy,HRX by Hrithik Roshan,Training Rapid-Dry T-shirt,M,Rs. 269,Rs. 899,(70% OFF),topwear
4603,3.8,29,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-red--white-bio-wash-geometric-tshirts/16938074/buy,HRX by Hrithik Roshan,Lifestyle Bio-Wash Tshirts,S,Rs. 269,Rs. 899,(70% OFF),topwear
4604,4.0,43,https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-white--pink-typography-printed-t-shirt/19340934/buy,Mast & Harbour,Men Typography Printed T-shirt,M,Rs. 262,Rs. 749,(65% OFF),topwear
4605,3.3,13,https://www.myntra.com/tshirts/roadster/roadster-men-burgundy-biker-printed-pure-cotton-t-shirt/19034164/buy,Roadster,Men Biker Printed T-shirt,L,Rs. 269,Rs. 899,(70% OFF),topwear
4606,0.0,0,https://www.myntra.com/tshirts/mozafia/mozafia-men-olive-green-t-shirt/18944176/buy,MOZAFIA,Men Olive Green T-shirt,S,Rs. 239,Rs. 999,(76% OFF),topwear
4607,3.9,84,https://www.myntra.com/tshirts/highlander/highlander-men-brown-printed-slim-fit-round-neck-t-shirt/13858442/buy,HIGHLANDER,Printed Slim Fit T-shirt,S,Rs. 274,Rs. 549,(50% OFF),topwear
4608,4.0,135,https://www.myntra.com/tshirts/herenow/herenow-men-navy-blue-printed-pure-cotton-t-shirt/14911696/buy,HERE&NOW,Men Printed Pure Cotton T-shirt,S,Rs. 269,Rs. 899,(70% OFF),topwear
4609,3.7,196,https://www.myntra.com/tshirts/locomotive/locomotive-men-green-printed-slim-fit-t-shirt/16196914/buy,LOCOMOTIVE,Men Printed Slim Fit T-shirt,S,Rs. 255,Rs. 799,(68% OFF),topwear
4610,3.8,69,https://www.myntra.com/tshirts/locomotive/locomotive-men-white-printed-slim-fit-t-shirt/15910108/buy,LOCOMOTIVE,Men Printed Slim Fit T-shirt,S,Rs. 255,Rs. 799,(68% OFF),topwear
4611,0.0,0,https://www.myntra.com/shirts/jainish/jainish-men-green-solid-classic-pure-cotton-formal-shirt/20777108/buy,JAINISH,Pure Cotton Formal Shirt,36,Rs. 433,Rs. 1399,(69% OFF),topwear
4612,0.0,0,https://www.myntra.com/shirts/fubar/fubar-men-blue-casual-shirt/18624914/buy,FUBAR,Casual Shirt,38,Rs. 434,Rs. 1499,(71% OFF),topwear
4613,4.1,32,https://www.myntra.com/tshirts/highlander/highlander-men-white--black-typography-printed-slim-fit-cotton-t-shirt/17903400/buy,HIGHLANDER,Men Typography Printed Slim Fit T-shirt,S,Rs. 262,Rs. 749,(65% OFF),topwear
4614,3.1,33,https://www.myntra.com/tshirts/invictus/invictus-men-relaxed-fit-round-neck-t-shirt/21128478/buy,INVICTUS,Relaxed Fit Round Neck T-shirt,S,Rs. 269,Rs. 598,(55% OFF),topwear
4615,4.4,13,https://www.myntra.com/tshirts/highlander/highlander-men-black-typography-printed-slim-fit-t-shirt/17952578/buy,HIGHLANDER,Men Typography Printed Slim Fit T-shirt,M,Rs. 262,Rs. 749,(65% OFF),topwear
4616,3.9,115,https://www.myntra.com/shirts/highlander/highlander-men-black-slim-fit-opaque-colourblocked-casual-shirt/15518004/buy,HIGHLANDER,Slim Fit Opaque Casual Shirt,39,Rs. 384,Rs. 1099,(65% OFF),topwear
4617,3.5,31,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-white-round-neck-cotton-pure-cotton-t-shirt/14833498/buy,LE BOURGEOIS,Men White Cotton Pure Cotton T-shirt,XXL,Rs. 269,Rs. 999,(73% OFF),topwear
4618,3.0,5,https://www.myntra.com/shirts/highlander/highlander-men-slim-fit-printed-casual-shirt/21339112/buy,HIGHLANDER,Men Slim Fit Casual Shirt,39,Rs. 431,Rs. 1599,(73% OFF),topwear
4619,3.6,13,https://www.myntra.com/tshirts/highlander/highlander-men-pink-typography-printed-slim-fit-t-shirt/17952580/buy,HIGHLANDER,Men Typography Printed Slim Fit T-shirt,S,Rs. 262,Rs. 749,(65% OFF),topwear
4620,0.0,0,https://www.myntra.com/tshirts/recast/recast-men-olive-green-pure-cotton-t-shirt/17627130/buy,recast,Men Pure Cotton T-shirt,S,Rs. 239,Rs. 799,(70% OFF),topwear
4621,3.9,14,https://www.myntra.com/tshirts/locomotive/locomotive-men-white--yellow-colourblocked-round-neck-slim-fit-t-shirt/10843060/buy,LOCOMOTIVE,Colourblocked Slim Fit T-shirt,S,Rs. 254,Rs. 849,(70% OFF),topwear
4622,4.3,62,https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-beige--white-striped-t-shirt/19340918/buy,Mast & Harbour,Men Striped T-shirt,S,Rs. 239,Rs. 799,(70% OFF),topwear
4623,0.0,0,https://www.myntra.com/shirts/fubar/fubar-men-blue-modern-casual-shirt/18624938/buy,FUBAR,Casual Shirt,40,Rs. 434,Rs. 1499,(71% OFF),topwear
4624,4.3,601,https://www.myntra.com/tshirts/roadster/roadster-men-red--black-pure-cotton-brand-logo-print-round-neck-pure-cotton-t-shirt/12121574/buy,Roadster,Pure Cotton Brand Logo Pure Cotton T-shirt,S,Rs. 274,Rs. 499,(45% OFF),topwear
4625,4.5,19,https://www.myntra.com/tshirts/sports52-wear/sports52-wear-men-striped-round-neck-sports-t-shirt/17338980/buy,Sports52 wear,Men Striped Sports T-shirt,L,Rs. 258,Rs. 995,(74% OFF),topwear
4626,0.0,0,https://www.myntra.com/shirts/fubar/fubar-men-purple-modern-cotton-casual-shirt/18624882/buy,FUBAR,Cotton Casual Shirt,38,Rs. 434,Rs. 1499,(71% OFF),topwear
4627,0.0,0,https://www.myntra.com/shirts/highlander/highlander-men-brown-slim-fit-floral-printed-cotton-casual-shirt/20992126/buy,HIGHLANDER,Slim Fit Cotton Casual Shirt,40,Rs. 439,Rs. 1999,(78% OFF),topwear
4628,4.1,45,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-black-solid-round-neck-t-shirt/12062936/buy,LE BOURGEOIS,Solid Round Neck T-shirt,S,Rs. 269,Rs. 999,(73% OFF),topwear
4629,4.2,144,https://www.myntra.com/tshirts/herenow/herenow-men-charcoal-grey-printed-round-neck-t-shirt/12816446/buy,HERE&NOW,Printed Round Neck T-shirt,S,Rs. 239,Rs. 599,(60% OFF),topwear
4630,4.2,6,https://www.myntra.com/tshirts/sports52-wear/sports52-wear-round-neck-striped-sports-t-shirt/17338170/buy,Sports52 wear,Men Striped Sports T-shirt,M,Rs. 258,Rs. 995,(74% OFF),topwear
4631,4.2,9,https://www.myntra.com/tshirts/max/max-typography-printed-pure-cotton-t-shirt/22329444/buy,max,Typography Printed T-shirt,S,Rs. 248,Rs. 249,(Rs. 1 OFF),topwear
4632,4.6,12,https://www.myntra.com/tshirts/invictus/invictus-men-typography-printed-t-shirt/21128480/buy,INVICTUS,Men Typography Printed T-shirt,M,Rs. 269,Rs. 598,(55% OFF),topwear
4633,4.1,158,https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-black--pink-typography-printed-t-shirt/17403920/buy,Mast & Harbour,Men Typography Printed T-shirt,L,Rs. 239,Rs. 799,(70% OFF),topwear
4634,4.4,37,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-pink-bio-wash-geometric-lifestyle-t-shirt/16938220/buy,HRX by Hrithik Roshan,Lifestyle Bio-Wash T-shirt,M,Rs. 244,Rs. 699,(65% OFF),topwear
4635,3.8,20,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-turquoise-blue-brand-logo-pure-cotton-bio-wash-t-shirt/16938240/buy,HRX by Hrithik Roshan,Men Lifestyle Bio-Wash T-shirt,M,Rs. 244,Rs. 699,(65% OFF),topwear
4636,0.0,0,https://www.myntra.com/shirts/fubar/fubar-men-black-modern-casual-long-roll-up-shirt/18624934/buy,FUBAR,Men Casual Shirt,38,Rs. 434,Rs. 1499,(71% OFF),topwear
4637,2.9,99,https://www.myntra.com/tshirts/locomotive/locomotive-men-red--white-colourblocked-slim-fit-cotton-t-shirt/15830254/buy,LOCOMOTIVE,Men Slim Fit Cotton T-shirt,L,Rs. 269,Rs. 899,(70% OFF),topwear
4638,4.3,6,https://www.myntra.com/shirts/valen-club/valen-club-men-blue-slim-fit-casual-shirt/20990406/buy,VALEN CLUB,Slim Fit Casual Shirt,36,Rs. 439,Rs. 2199,(80% OFF),topwear
4639,4.0,1.4k,https://www.myntra.com/tshirts/highlander/highlander-men-navy-blue--white-slim-fit-colourblocked-round-neck-pure-cotton-t-shirt/1963929/buy,HIGHLANDER,Slim Fit Colourblocked Pure Cotton T-shirt,S,Rs. 274,Rs. 549,(50% OFF),topwear
4640,0.0,0,https://www.myntra.com/shirts/elepants/elepants-band-collar-half-placket-ethnic-motifs-printed-casual-shirt/23110864/buy,Elepants,Half Placket Printed Shirt,38,Rs. 399,Rs. 999,(Rs. 600 OFF),topwear
4641,3.7,18,https://www.myntra.com/shirts/pause-sport/pause-sport-men-white-casual-shirt/14571376/buy,PAUSE SPORT,Men Casual Shirt,40,Rs. 407,Rs. 1199,(66% OFF),topwear
4642,4.3,36,https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-lifestyle-men-grey-bio-wash-geometric-tshirts/16938284/buy,HRX by Hrithik Roshan,Lifestyle Bio-Wash Tshirts,M,Rs. 269,Rs. 899,(70% OFF),topwear
4643,3.5,17,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-black-solid-round-neck-regular-fit-t-shirt/14833474/buy,LE BOURGEOIS,Men Solid Round Neck T-shirt,L,Rs. 269,Rs. 999,(73% OFF),topwear
4644,0.0,0,https://www.myntra.com/tshirts/tripr/tripr-graphic-printed-round-neck-cotton-t-shirt/22587828/buy,TRIPR,Printed Cotton T-shirt,L,Rs. 265,Rs. 1399,(81% OFF),topwear
4645,4.2,622,https://www.myntra.com/tshirts/roadster/roadster-men-mustard-yellow-printed-round-neck-pure-cotton-t-shirt/9213131/buy,Roadster,Printed Round Neck Pure Cotton T-shirt,S,Rs. 269,Rs. 599,(55% OFF),topwear
4646,0.0,0,https://www.myntra.com/sweatshirts/smartees/smartees-graphic-printed-cotton-sweatshirt/22804648/buy,SMARTEES,Printed Cotton Sweatshirt,S,Rs. 383,Rs. 1599,(76% OFF),topwear
4647,3.9,159,https://www.myntra.com/tshirts/locomotive/locomotive-men-white-colourblocked-monochrome-slim-fit-t-shirt/15745722/buy,LOCOMOTIVE,Men Colourblocked T-shirt,M,Rs. 255,Rs. 799,(68% OFF),topwear
4648,4.0,34,https://www.myntra.com/tshirts/metronaut/metronaut-men-green-brand-logo-printed-t-shirt/18785994/buy,Metronaut,Brand Logo Printed T-shirt,S,Rs. 239,Rs. 799,(70% OFF),topwear
4649,3.8,25,https://www.myntra.com/shirts/highlander/highlander-men-green-slim-fit-printed-casual-shirt/18371380/buy,HIGHLANDER,Slim Fit Casual Shirt,42,Rs. 419,Rs. 1399,(70% OFF),topwear
4650,0.0,0,https://www.myntra.com/tshirts/le-bourgeois/le-bourgeois-men-black-striped-white---full-sleeve--t-shirt/18979286/buy,LE BOURGEOIS,Men Striped T-shirt,S,Rs. 269,Rs. 999,(73% OFF),topwear
4651,4.8,12,https://www.myntra.com/shirts/gritstones/gritstones-men-olive-green-solid-cotton-comfort-casual-shirt/17250820/buy,GRITSTONES,Comfort Casual Shirt,S,Rs. 407,Rs. 1699,(76% OFF),topwear
4652,3.7,9,https://www.myntra.com/shirts/valen-club/valen-club-men-grey-slim-fit-casual-shirt/20990410/buy,VALEN CLUB,Slim Fit Casual Shirt,40,Rs. 439,Rs. 2199,(80% OFF),topwear
4653,3.7,177,https://www.myntra.com/tshirts/locomotive/locomotive-men-navy-blue-printed-slim-fit-t-shirt/15642760/buy,LOCOMOTIVE,Men Printed Slim Fit T-shirt,M,Rs. 255,Rs. 799,(68% OFF),topwear
4654,0.0,0,https://www.myntra.com/shirts/oxolloxo/oxolloxo-men-navy-blue-regular-fit-printed-casual-shirt/13841560/buy,Oxolloxo,Regular Fit Casual Shirt,38,Rs. 436,Rs. 1899,(Rs. 1463 OFF),topwear
